#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B	Official Symbol Interactor A-B
3116048	135398	6907	126429	112770	-	-	C6orf141	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,977495111	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.977495111, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q5SZD1	A0A024RD72	NP_001139124	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	C6ORF141
3117551	58496	6907	121826	112770	DADB-127H9.9	-	LY6G5B	TBL1X	C6orf19|G5b	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,830556397	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.830556397, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8NDX9	N0E641	NP_067044	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	LY6G5B
3121349	112744	6907	125201	112770	-	-	IL17F	TBL1X	CANDF6|IL-17F|ML-1|ML1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,766641621	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.766641621, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96PD4	-	NP_443104	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	IL17F
3122440	399818	6907	134421	112770	-	-	METTL10	TBL1X	C10orf138|Em:AC068896.3	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,973104045	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.973104045, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q5JPI9	Q8TC28	NP_997719	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	METTL10
3127728	2874	6907	109132	112770	-	-	GPS2	TBL1X	AMF-1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,999999156	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999156, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.9999999, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q13227	-	NP_004480	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GPS2
3128828	441046	6907	137113	112770	-	-	GUSBP5	TBL1X	GYPELOC441046	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,994632001	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.994632001, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	-	-	-	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GUSBP5
3129201	5055	6907	111092	112770	-	-	SERPINB2	TBL1X	HsT1201|PAI|PAI-2|PAI2|PLANH2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,782321903	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.782321903, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P05120	-	NP_002566|NP_001137290	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SERPINB2
3144126	55282	6907	120570	112770	-	-	LRRC36	TBL1X	RORBP70|XLHSRF2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,930328419	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.930328419, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q1X8D7	B7Z4G3	NP_001155047|NP_060766	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	LRRC36
3164329	284680	6907	129933	112770	HSD20	-	C1orf111	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,828915879	-	BioPlex HCT HCT116 cells CompPASS score = 0.828915879, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q5T0L3	-	NP_872387	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	C1ORF111
3181249	79876	6907	122964	112770	-	-	UBA5	TBL1X	THIFP1|UBE1DC1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,758113435	-	BioPlex HCT HCT116 cells CompPASS score = 0.758113435, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9GZZ9	-	NP_001308168|NP_938143|NP_001307139|NP_079094|NP_001308167	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	UBA5
3312152	8450	6907	114028	112770	-	-	CUL4B	TBL1X	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Huang W (2021)	PUBMED:34026424	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	CUL4B
3312157	1642	6907	108009	112770	-	-	DDB1	TBL1X	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Huang W (2021)	PUBMED:34026424	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16531	-	NP_001914	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	DDB1
3312159	9978	6907	115301	112770	RP11-554C12.1	-	RBX1	TBL1X	BA554C12.1|RNF75|ROC1	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Huang W (2021)	PUBMED:34026424	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P62877	-	NP_055063	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	RBX1
3312168	1642	6907	108009	112770	-	-	DDB1	TBL1X	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	EBI|SMAP55|TBL1	Reconstituted Complex	physical	Huang W (2021)	PUBMED:34026424	9606	9606	Low Throughput	-	-	Sources of DDB1 and TBL1X not clear	-	BIOGRID	Q16531	-	NP_001914	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	DDB1
3313237	6862	6907	112726	112770	RP11-459F1.1	-	T	TBL1X	SAVA|TFT	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O15178	-	NP_001257413|NP_003172	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	T
3314406	2299	6907	108588	112770	-	-	FOXI1	TBL1X	FKH10|FKHL10|FREAC-6|FREAC6|HFH-3|HFH3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q12951	E0XEN6	NP_036320|NP_658982	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	FOXI1
3314469	2300	6907	108589	112770	-	-	FOXL1	TBL1X	FKH6|FKHL11|FREAC7	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q12952	Q498Y4	NP_005241	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	FOXL1
3314563	2623	6907	108893	112770	-	-	GATA1	TBL1X	ERYF1|GATA-1|GF-1|GF1|NF-E1|NFE1|XLANP|XLTDA|XLTT	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P15976	-	NP_002040	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GATA1
3314648	2624	6907	108894	112770	-	-	GATA2	TBL1X	DCML|IMD21|MONOMAC|NFE1B	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P23769	-	NP_001139134|NP_116027|NP_001139133	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GATA2
3314753	2625	6907	108895	112770	-	-	GATA3	TBL1X	HDR|HDRS	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P23771	-	NP_001002295|NP_002042	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GATA3
3314817	8521	6907	114093	112770	-	-	GCM1	TBL1X	GCMA|hGCMa	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q9NP62	-	NP_003634	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GCM1
3314979	2019	6907	108334	112770	-	-	EN1	TBL1X	-	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q05925	-	NP_001417	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	EN1
3315072	6928	6907	112790	112770	-	-	HNF1B	TBL1X	FJHN|HNF-1B|HNF1beta|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P35680	E0YMJ6|Q6FHW6	NP_000449|NP_001159395|NP_001291215	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	HNF1B
3315236	3172	6907	109414	112770	RP5-1013A22.1	-	HNF4A	TBL1X	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P41235	B9VVT8|F1D8T0|A0A087WXV4|F1D8T1|F1D8S2	NP_000448|NP_001245284|NP_001025175|NP_001025174|NP_849180|NP_849181|NP_001274111|NP_001274113|NP_001274112|NP_787110	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	HNF4A
3316825	89884	6907	124635	112770	-	-	LHX4	TBL1X	CPHD4	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q969G2	-	NP_203129	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	LHX4
3317141	4654	6907	110737	112770	-	-	MYOD1	TBL1X	MYF3|MYOD|PUM|bHLHc1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P15172	-	NP_002469	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	MYOD1
3317230	4774	6907	110847	112770	RP5-902P15.1	-	NFIA	TBL1X	CTF|NF-I/A|NF1-A|NFI-A|NFI-L	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q12857	-	NP_001138983|NP_005586|NP_001128145|NP_001138984	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	NFIA
3317299	4781	6907	110853	112770	RP11-280O24.2	-	NFIB	TBL1X	CTF|HMGIC/NFIB|NF-I/B|NF1-B|NFI-B|NFI-RED|NFIB2|NFIB3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O00712	Q5VW28|Q5VW27|Q5VW26|Q5VW30	NP_001177667|NP_001177666|NP_001269716|NP_005587	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	NFIB
3317369	4782	6907	110854	112770	-	-	NFIC	TBL1X	CTF|CTF5|NF-I|NFI	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P08651	B7Z4T6	NP_001231931|NP_001231933|NP_001231934|NP_005588|NP_995315	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	NFIC
3317449	4784	6907	110856	112770	-	-	NFIX	TBL1X	MRSHSS|NF1A|SOTOS2	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q14938	D2DXM9|B4DHW2	NP_001257973|NP_001257972|NP_002492	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	NFIX
3317757	5080	6907	111114	112770	-	-	PAX6	TBL1X	AN|AN2|D11S812E|FVH1|MGDA|WAGR	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P26367	F1T0F8|Q66SS1	NP_000271|NP_001595|NP_001245393|NP_001245392|NP_001245391|NP_001245394|NP_001121084	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	PAX6
3317908	5081	6907	111115	112770	-	-	PAX7	TBL1X	HUP1|PAX7B|RMS2	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P23759	-	NP_002575|NP_001128726|NP_039236	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	PAX7
3318078	5083	6907	111117	112770	-	-	PAX9	TBL1X	STHAG3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P55771	Q2L4T1	NP_006185	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	PAX9
3318173	5468	6907	111464	112770	-	-	PPARG	TBL1X	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P37231	D2KUA6	NP_056953|NP_619725|NP_005028|NP_619726	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	PPARG
3318201	639	6907	107108	112770	RP1-134E15.1	-	PRDM1	TBL1X	BLIMP1|PRDI-BF1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O75626	B4DW27	NP_878911|NP_001189	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	PRDM1
3318250	6663	6907	112546	112770	RP5-1039K5.9	-	SOX10	TBL1X	DOM|PCWH|WS2E|WS4|WS4C	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P56693	A0A024R1N6	NP_008872	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SOX10
3318386	64321	6907	122134	112770	-	-	SOX17	TBL1X	VUR3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q9H6I2	-	NP_071899	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SOX17
3318556	6657	6907	112540	112770	-	-	SOX2	TBL1X	ANOP3|MCOPS3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P48431	-	NP_003097	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SOX2
3318669	6660	6907	112543	112770	RP11-444D3.1	-	SOX5	TBL1X	L-SOX5|L-SOX5B|L-SOX5F	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P35711	T2CYZ2|A0A024RB06	NP_001248343|NP_008871|NP_694534|NP_821078|NP_001248344	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SOX5
3318745	55553	6907	120714	112770	-	-	SOX6	TBL1X	HSSOX6|SOXD	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P35712	-	NP_001139283|NP_001139291|NP_059978|NP_201583	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SOX6
3318908	121340	6907	125723	112770	-	-	SP7	TBL1X	OI11|OI12|OSX|osterix	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q8TDD2	A0A024RAY8	NP_690599|NP_001166938|NP_001287766	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SP7
3319215	10716	6907	115942	112770	-	-	TBR1	TBL1X	TBR-1|TES-56	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q16650	-	NP_006584	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TBR1
3319305	7003	6907	112862	112770	-	-	TEAD1	TBL1X	AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P28347	Q59EF3	NP_068780	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TEAD1
3319404	3195	6907	109435	112770	-	-	TLX1	TBL1X	HOX11|TCL3	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P31314	-	NP_001182446|NP_005512	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TLX1
3319513	3196	6907	109436	112770	-	-	TLX2	TBL1X	HOX11L1|NCX	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID|Filtered using SAINT software tools (cutoff 0.74) and CRAPome database	-	BIOGRID	O43763	-	NP_057254	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TLX2
3319624	30012	6907	119030	112770	-	-	TLX3	TBL1X	HOX11L2|RNX	EBI|SMAP55|TBL1	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID|Filtered using SAINT software tools (cutoff 0.74) and CRAPome database	-	BIOGRID	O43711	-	NP_066305	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TLX3
