#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B	Official Symbol Interactor A-B
3407766	10320	79718	115604	122834	tcag7.1178	-	IKZF1	TBL1XR1	Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Hagner PR (2022)	PUBMED:35583604	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13422	C9JTB0|R9R4D9|A0A087WU46	NP_001207698|NP_001207699|NP_001278766|NP_001278767|NP_001278768|NP_001278769|NP_001207694|NP_001207695|NP_001207696|NP_001207697|NP_001278775|NP_001278774|NP_001278776|NP_001278771|NP_001278770|NP_001278773|NP_001278772|NP_006051|NP_001207702|NP_001207703|NP_001207700|NP_001207701|NP_001207704|NP_001207705	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	IKZF1R1
3407796	22806	79718	116484	122834	RP11-94L15.2	-	IKZF3	TBL1XR1	AIO|AIOLOS|ZNFN1A3	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Hagner PR (2022)	PUBMED:35583604	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UKT9	-	NP_001244337|NP_899055|NP_899054|NP_899051|NP_001244338|NP_899052|NP_001271443|NP_001244343|NP_899053|NP_001244341|NP_001244340|NP_001271444|NP_001244339|NP_036613|NP_001271445|NP_001244342	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	IKZF3R1
3430059	10284	79718	115573	122834	GIG38	-	SAP18	TBL1XR1	2HOR0202|SAP18P	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.692)|MCF7 cell line (score 0.758)|MDA231 cell line (score 0.671)	-	BIOGRID	O00422	X6RAL5	NP_005861|NP_001353572	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SAP18R1
3432823	6907	79718	112770	122834	-	-	TBL1X	TBL1XR1	EBI|SMAP55|TBL1	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.696)|MCF7 cell line (score 0.68)|MDA231 cell line (score 0.662)	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	
3433145	9611	79718	114973	122834	-	-	NCOR1	TBL1XR1	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.699)|MCF7 cell line (score 0.731)|MDA231 cell line (score 0.69)	-	BIOGRID	O75376	Q6PGR4|A0A024RD47	NP_001177367|NP_006302|NP_001177369	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	NCOR1R1
3435876	6667	79718	112550	122834	-	-	SP1	TBL1XR1	-	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.665)|MCF7 cell line (score 0.721)|MDA231 cell line (score 0.669)	-	BIOGRID	P08047	-	NP_003100|NP_612482|NP_001238754	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SP1R1
3439699	4001	79718	110187	122834	-	-	LMNB1	TBL1XR1	ADLD|LMN|LMN2|LMNB	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.641)|MCF7 cell line (score 0.712)|MDA231 cell line (score 0.681)	-	BIOGRID	P20700	B4DZT3	NP_001185486|NP_005564	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	LMNB1R1
3440368	595	79718	107067	122834	-	-	CCND1	TBL1XR1	BCL1|D11S287E|PRAD1|U21B31	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.689)|MCF7 cell line (score 0.722)|MDA231 cell line (score 0.755)	-	BIOGRID	P24385	Q6FI00	NP_444284	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	CCND1R1
3441636	5926	79718	111861	122834	-	-	ARID4A	TBL1XR1	RBBP-1|RBBP1|RBP-1|RBP1	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.653)|MCF7 cell line (score 0.673)|MDA231 cell line (score 0.697)	-	BIOGRID	P29374	A0A024R657|Q05CG0|A0A024R6A2|A0A024R680	NP_075376|NP_002883|NP_075377	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	ARID4AR1
3445279	3068	79718	109318	122834	RP11-66D17.10-003	-	HDGF	TBL1XR1	HMG1L2	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.749)|MCF7 cell line (score 0.667)|MDA231 cell line (score 0.717)	-	BIOGRID	P51858	-	NP_001119522|NP_001119523|NP_001306117|NP_001306116|NP_001306115|NP_004485	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	HDGFR1
3445570	3832	79718	110030	122834	-	-	KIF11	TBL1XR1	EG5|HKSP|KNSL1|MCLMR|TRIP5	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.67)|MCF7 cell line (score 0.631)|MDA231 cell line (score 0.689)	-	BIOGRID	P52732	-	NP_004514	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	KIF11R1
3446335	60	79718	106575	122834	-	-	ACTB	TBL1XR1	BRWS1|PS1TP5BP1	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.763)|MCF7 cell line (score 0.744)|MDA231 cell line (score 0.754)	-	BIOGRID	P60709	Q1KLZ0|B3KWQ3	NP_001092	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	ACTBR1
3449318	6598	79718	112482	122834	-	-	SMARCB1	TBL1XR1	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.729)|MCF7 cell line (score 0.786)|MDA231 cell line (score 0.746)	-	BIOGRID	Q12824	Q9H836	NP_001349806|NP_001304875|NP_001007469|NP_003064	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SMARCB1R1
3449869	10155	79718	115457	122834	-	-	TRIM28	TBL1XR1	KAP1|PPP1R157|RNF96|TF1B|TIF1B	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.709)|MCF7 cell line (score 0.703)|MDA231 cell line (score 0.696)	-	BIOGRID	Q13263	-	NP_005753	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TRIM28
3449958	1487	79718	107869	122834	-	-	CTBP1	TBL1XR1	BARS	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.713)|MCF7 cell line (score 0.679)|MDA231 cell line (score 0.668)	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	CTBP1R1
3450246	3065	79718	109315	122834	RP4-811H24.2	-	HDAC1	TBL1XR1	GON-10|HD1|RPD3|RPD3L1	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.831)|MCF7 cell line (score 0.749)|MDA231 cell line (score 0.728)	-	BIOGRID	Q13547	Q6IT96	NP_004955	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	HDAC1R1
3450477	6709	79718	112587	122834	-	-	SPTAN1	TBL1XR1	EIEE5|NEAS|SPTA2	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.735)|MCF7 cell line (score 0.711)|MDA231 cell line (score 0.734)	-	BIOGRID	Q13813	-	NP_001182461|NP_001362239|NP_001350688|NP_001123910|NP_001350694|NP_001362241|NP_001362240|NP_001362243|NP_001362242|NP_001362247|NP_003118	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SPTAN1R1
3450870	1108	79718	107533	122834	-	-	CHD4	TBL1XR1	CHD-4|Mi-2b|Mi2-BETA	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.759)|MCF7 cell line (score 0.768)|MDA231 cell line (score 0.734)	-	BIOGRID	Q14839	F5GWX5	NP_001350535|NP_001284482|NP_001264	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	CHD4R1
3452687	57708	79718	121732	122834	RP5-944N15.1	-	MIER1	TBL1XR1	ER1|MI-ER1	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.704)|MCF7 cell line (score 0.72)|MDA231 cell line (score 0.67)	-	BIOGRID	Q8N108	-	NP_001139582|NP_001139583|NP_001139584|NP_001139585|NP_001071172|NP_001071170|NP_001071171|NP_001071169|NP_001071168|NP_001265144|NP_065999	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	MIER1R1
3452885	6601	79718	112485	122834	-	-	SMARCC2	TBL1XR1	BAF170|CRACC2|Rsc8	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.801)|MCF7 cell line (score 0.748)|MDA231 cell line (score 0.813)	-	BIOGRID	Q8TAQ2	F8VXC8|A0A024RB22	NP_001317217|NP_001123892|NP_003066|NP_620706	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SMARCC2R1
3453271	6599	79718	112483	122834	-	-	SMARCC1	TBL1XR1	BAF155|CRACC1|Rsc8|SRG3|SWI3	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.801)|MCF7 cell line (score 0.873)|MDA231 cell line (score 0.793)	-	BIOGRID	Q92922	Q58EY4	NP_003065	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SMARCC1R1
3453687	23013	79718	116655	122834	RP1-134O19.1	-	SPEN	TBL1XR1	HIAA0929|MINT|RBM15C|SHARP	C21|DC42|IRA1|TBLR1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.666)|MCF7 cell line (score 0.629)|MDA231 cell line (score 0.653)	-	BIOGRID	Q96T58	-	NP_055816	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SPENR1
3453975	79718	23186	122834	116796	-	-	TBL1XR1	RCOR1	C21|DC42|IRA1|TBLR1	COREST|RCOR	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.731)|MCF7 cell line (score 0.754)|MDA231 cell line (score 0.789)	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	Q9UKL0	J3KN32	NP_055971	-	-	-	-	-	-	Homo sapiens	Homo sapiens	RCOR1R1
3453976	79718	51592	122834	119625	-	-	TBL1XR1	TRIM33	C21|DC42|IRA1|TBLR1	ECTO|PTC7|RFG7|TF1G|TIF1G|TIF1GAMMA|TIFGAMMA	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.774)|MCF7 cell line (score 0.74)|MDA231 cell line (score 0.705)	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	Q9UPN9	B3KN30	NP_148980|NP_056990	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TRIM33
3453977	79718	9612	122834	114974	-	-	TBL1XR1	NCOR2	C21|DC42|IRA1|TBLR1	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	Co-fractionation	physical	Havugimana PC (2022)	PUBMED:35831314	9606	9606	High Throughput	-	-	High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.715)|MCF7 cell line (score 0.637)|MDA231 cell line (score 0.634)	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	Q9Y618	C9JFD3|C9J0Q5|C9JE98	NP_001070729|NP_006303|NP_001193583	-	-	-	-	-	-	Homo sapiens	Homo sapiens	NCOR2R1
3462206	2122	79718	108423	122834	hCG_1640438	-	MECOM	TBL1XR1	AML1-EVI-1|EVI1|MDS1|MDS1-EVI1|PRDM3	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Bard-Chapeau EA (2013)	PUBMED:23858473	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13465|Q03112	E7EQ57|C7FEN9	NP_001098548|NP_001192123|NP_004982|NP_001098547|NP_001157472|NP_001157471|NP_005232	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	MECOMR1
3463849	5071	79718	111105	122834	KB-152G3.1	-	PARK2	TBL1XR1	AR-JP|LPRS2|PDJ|PRKN	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Sun X (2022)	PUBMED:35256949	9606	9606	High Throughput	-	-	Affinity capture MS was carried out to identify high confidence protein-protein interactors of PARK2 under SAHA treatment.	-	BIOGRID	O60260	X5DR79	NP_054643|NP_054642|NP_004553	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	PARK2R1
3466170	43740578	79718	4383852	122834	GU280_gp01_nsp3	-	nsp3	TBL1XR1	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	C21|DC42|IRA1|TBLR1	Proximity Label-MS	physical	May DG (2022)	PUBMED:35337019	2697049	9606	High Throughput	-	-	BioID system|Significant viral-host BioID protein interaction with a log2FC >= 2.3, p value =< 0.01, at least two quantitative peptide features, and detected in less than 50% of the proximity-labeling CRAPome contaminant database experiments.	-	BIOGRID	P0DTD1	-	YP_009725299	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens	NSP3
3471672	367	79718	106862	122834	RP11-383C12.1	-	AR	TBL1XR1	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Chen M (2022)	PUBMED:35785414	9606	9606	High Throughput	-	-	Affinity capture MS was carried out to identify high confidence protein-protein interactors with an LFQ over control >5 and >4 unique peptides in three experimental replicates	-	BIOGRID	P10275	F1D8N5	NP_001011645|NP_000035	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	ARR1
3475965	54764	79718	120139	122834	RP11-298J20.4	-	ZRANB1	TBL1XR1	TRABID	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Chen Y (2022)	PUBMED:35944360	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UGI0	-	NP_060050	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	ZRANB1
3477548	2626	79718	108896	122834	-	-	GATA4	TBL1XR1	ASD2|TACHD|TOF|VSD1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Gonzalez-Teran B (2022)	PUBMED:35182466	9606	9606	High Throughput	-	-	Experiment carried out in human induced pluripotent stem-cell-derived cardiac progenitors cells (CPs)	-	BIOGRID	P43694	B3KUF4	NP_002043	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GATA4R1
3479532	3303	79718	109535	122834	DAQB-147D11.1	-	HSPA1A	TBL1XR1	HEL-S-103|HSP70-1|HSP70-1A|HSP70I|HSP72|HSPA1	C21|DC42|IRA1|TBLR1	Proximity Label-MS	physical	Ryu SW (2020)	PUBMED:32687490	9606	9606	High Throughput	-	-	Proximity label MS was carried out to identify high confidence protein interactors with a FDR cutoff of 0.05	-	BIOGRID	P08107	A8K5I0|B3KTT5	NP_005336	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	HSPA1AR1
3490447	672	79718	107140	122834	-	-	BRCA1	TBL1XR1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Kim M (2021)	PUBMED:34591612	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	BRCA1R1
3504346	25976	79718	117460	122834	-	-	TIPARP	TBL1XR1	ARTD14|PARP7|pART14	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Chen H (2022)	PUBMED:35439318	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q7Z3E1	Q05BQ2	NP_001171647|NP_001171646|NP_056323	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TIPARP
3517647	8352	79718	113948	122834	-	-	HIST1H3C	TBL1XR1	H3.1|H3/c|H3FC	C21|DC42|IRA1|TBLR1	Proximity Label-MS	physical	Siddaway R (2022)	PUBMED:36089195	9606	9606	High Throughput	-	-	BioID|FDR less than or equal to 1%	-	BIOGRID	P68431	-	NP_003522	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	HIST1H3CR1
3518652	80230	79718	123193	122834	-	-	RUFY1	TBL1XR1	RABIP4|ZFYVE12	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Rawat S (2023)	PUBMED:36282215	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96T51	A8K7B1	NP_079434|NP_001035542|NP_001035541	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	RUFY1R1
3520622	440730	79718	136847	122834	-	-	TRIM67	TBL1XR1	TNL	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Demirdizen E (2022)	PUBMED:36215168	9606	9606	High Throughput|Low Throughput	-	-	-	-	BIOGRID	Q6ZTA4	-	NP_001287818|NP_001004342	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TRIM67
3584478	6907	79718	112770	122834	-	-	TBL1X	TBL1XR1	EBI|SMAP55|TBL1	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Ito T (2021)	PUBMED:34857952	9606	9606	High Throughput	0,010059269	-	CRISPR GI screen|Cell Line: GI1_CENTRAL_NERVOUS_SYSTEM score (0.0100592694732015)|Experimental Setup: Timecourse-Synthetic Lethality|GIST: A-phenotypic negative genetic interaction|Library: Digenic Paralog CRISPR library|Significance Threshold: GEMINI FDR < 0.05	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens	
