#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2900504	84101	79718	123890	122834	-	-	USP44	TBL1XR1	-	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Oh E (2020)	PUBMED:32076268	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H0E7	F8VRI7|A0A024RBD7	NP_001265322|NP_115523|NP_001035862	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2943698	55806	79718	120917	122834	-	-	HR	TBL1XR1	ALUNC|AU|HSA277165|HYPT4|MUHH|MUHH1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Marcon E (2014)	PUBMED:24981860	9606	9606	High Throughput	35,25460598	-	Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11	-	BIOGRID	O43593	-	NP_005135|NP_060881	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2952079	462	79718	106953	122834	PRO0309	-	SERPINC1	TBL1XR1	AT3|AT3D|ATIII|THPH7	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Marcon E (2014)	PUBMED:24981860	9606	9606	High Throughput	11,44699252	-	Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11	-	BIOGRID	P01008	A0A024R944	NP_000479	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2952381	5518	79718	111510	122834	-	-	PPP2R1A	TBL1XR1	PP2A-Aalpha|PP2AAALPHA|PR65A	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Marcon E (2014)	PUBMED:24981860	9606	9606	High Throughput	11,18150698	-	Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11	-	BIOGRID	P30153	A8K7B7	NP_001350585|NP_055040	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2970811	8473	79718	114049	122834	-	-	OGT	TBL1XR1	HRNT1|O-GLCNAC	C21|DC42|IRA1|TBLR1	Reconstituted Complex	physical	Seo HG (2020)	PUBMED:32994395	9606	9606	High Throughput	-	-	-	-	BIOGRID	O15294	-	NP_858058|NP_858059	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2971584	9529	79718	114905	122834	-	-	BAG5	TBL1XR1	BAG-5	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Friesen EL (2020)	PUBMED:32850835	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UL15	A0A024R6M6	NP_001015048|NP_001015049|NP_004864	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2972993	367	79718	106862	122834	RP11-383C12.1	-	AR	TBL1XR1	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Vatapalli R (2020)	PUBMED:32814769	9606	9606	High Throughput	-	-	-	-	BIOGRID	P10275	F1D8N5	NP_001011645|NP_000035	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2973762	7289	79718	113140	122834	-	-	TULP3	TBL1XR1	TUBL3	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Kerek EM (2020)	PUBMED:33187986	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75386	B7Z1E7	NP_003315|NP_001153880	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3009387	54386	79718	119942	122834	PP8000	-	TERF2IP	TBL1XR1	DRIP5|RAP1	C21|DC42|IRA1|TBLR1	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	10,67	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9NYB0	-	NP_061848	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3032963	90665	79718	124751	122834	-	-	TBL1Y	TBL1XR1	TBL1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,999999833	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999833, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999850985, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9BQ87	A0A024R189	NP_150600|NP_599021|NP_599020	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3036650	9532	79718	114908	122834	RP3-496N17.2	-	BAG2	TBL1XR1	BAG-2|dJ417I1.2	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,994674597	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.994674597, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O95816	-	NP_004273	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3039658	29781	79718	118913	122834	-	-	NCAPH2	TBL1XR1	CAPH2	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,953985673	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.953985673, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q6IBW4	-	NP_001171940|NP_689512|NP_055366	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3042595	26093	79718	117544	122834	-	-	CCDC9	TBL1XR1	-	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,814645485	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.814645485, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y3X0	B4DXW2	NP_056418	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3045389	2874	79718	109132	122834	-	-	GPS2	TBL1XR1	AMF-1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,999995853	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999995853, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.9998296, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q13227	-	NP_004480	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3046315	10344	79718	115626	122834	UNQ216/PRO242	-	CCL26	TBL1XR1	IMAC|MIP-4a|MIP-4alpha|SCYA26|TSC-1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,968965202	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.968965202, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y258	-	NP_006063	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3050242	1573	79718	107946	122834	-	-	CYP2J2	TBL1XR1	CPJ2	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,868396762	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.868396762, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P51589	-	NP_000766	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3053487	150160	79718	127265	122834	-	-	CCT8L2	TBL1XR1	CESK1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,787370451	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.787370451, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96SF2	-	NP_055221	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3055669	2274	79718	108565	122834	-	-	FHL2	TBL1XR1	AAG11|DRAL|FHL-2|SLIM-3|SLIM3	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,997207939	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.997207939, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q14192	Q2XQU9|Q6I9R8|J3KNW4	NP_963851|NP_001361328|NP_001305824|NP_001034581|NP_963849|NP_001305823|NP_001305826|NP_001305827|NP_001441|NP_001305825|NP_001305828	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3057171	23475	79718	117035	122834	-	-	QPRT	TBL1XR1	HEL-S-90n|QPRTase	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,978615988	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.978615988, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q15274	V9HWJ5	NP_001305178|NP_001305179|NP_055113	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3075055	399818	79718	134421	122834	-	-	METTL10	TBL1XR1	C10orf138|Em:AC068896.3	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,846475969	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.846475969, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q5JPI9	Q8TC28	NP_997719	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3084785	7051	79718	112909	122834	-	-	TGM1	TBL1XR1	ARCI1|ICR2|KTG|LI|LI1|TGASE|TGK	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,885800496	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.885800496, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P22735	-	NP_000350	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3091000	8099	79718	113770	122834	-	-	CDK2AP1	TBL1XR1	DOC1|DORC1|ST19|doc-1|p12DOC-1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,968373876	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.968373876, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O14519	-	NP_004633|NP_001257363|NP_001257362	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3100023	441046	79718	137113	122834	-	-	GUSBP5	TBL1XR1	GYPELOC441046	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,985103133	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.985103133, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	-	-	-	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3105224	1608	79718	107978	122834	-	-	DGKG	TBL1XR1	DAGK3|DGK-GAMMA	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,999614497	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999614497, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P49619	-	NP_001074214|NP_001337|NP_001074213	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3112894	283078	79718	129453	122834	-	-	MKX	TBL1XR1	C10orf48|IFRX|IRXL1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,883266542	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.883266542, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8IYA7	-	NP_775847|NP_001229631	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3116426	8468	79718	114046	122834	-	-	FKBP6	TBL1XR1	FKBP36	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,887436412	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.887436412, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O75344	-	NP_003593|NP_001268233|NP_001128683	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3116810	2077	79718	108388	122834	-	-	ERF	TBL1XR1	CRS4|PE-2|PE2	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,967810924	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.967810924, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P50548	A0A024R0L4	NP_001295331|NP_001287964|NP_001299585|NP_006485	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3123189	92822	79718	124982	122834	-	-	ZNF276	TBL1XR1	CENP-Z|CENPZ|ZADT|ZFP276|ZNF477	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,966977544	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.966977544, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8N554	I6L9I3|A8K186	NP_689500|NP_001106997	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3123276	55370	79718	120646	122834	RP11-196N14.1	-	PPP4R1L	TBL1XR1	C20orf192|PPP4R1P1|PRO1085	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,961434959	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.961434959, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	-	-	-	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
