#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2205521	20787	18030	203495	201749	RP23-456O18.1	-	Srebf1	Nfil3	ADD-1|ADD1|D630008H06|SREBP-1|SREBP-1a|SREBP-1c|SREBP1|SREBP1c|bHLHd1	AV225605|E4BP4	Affinity Capture-Western	physical	Tong X (2016)	PUBMED:27252523	10090	10090	Low Throughput	-	-	-	-	BIOGRID	Q9WTN3	-	NP_001300908|NP_035610	O08750	-	NP_059069	-	-	-	-	-	-	Mus musculus	Mus musculus
2205522	18030	20787	201749	203495	-	RP23-456O18.1	Nfil3	Srebf1	AV225605|E4BP4	ADD-1|ADD1|D630008H06|SREBP-1|SREBP-1a|SREBP-1c|SREBP1|SREBP1c|bHLHd1	Affinity Capture-Western	physical	Tong X (2016)	PUBMED:27252523	10090	10090	Low Throughput	-	-	-	-	BIOGRID	O08750	-	NP_059069	Q9WTN3	-	NP_001300908|NP_035610	-	-	-	-	-	-	Mus musculus	Mus musculus
